Date, Count, Track, Artist, remixArtist, isRemix, unchanged
22/11/2019 23:50:34, 2140, 1591, 1363, 473, 488, 549
22/11/2019 23:50:49, 2140, 1591, 1363, 473, 488, 549
22/11/2019 23:50:56, 2140, 1591, 1363, 473, 488, 549
22/11/2019 23:52:16, 2140, 1591, 1363, 473, 488, 549
